GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,1022500004,185,201886,DeWanna Bonner,1611661325,Indiana Fever,2,7,46,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,23,1,1,20250517,IND,CHI
Shot Chart Detail,1022500004,325,201886,DeWanna Bonner,1611661325,Indiana Fever,3,7,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,23,232,50,1,0,20250517,IND,CHI
Shot Chart Detail,1022500004,349,201886,DeWanna Bonner,1611661325,Indiana Fever,3,6,16,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,24,1,0,20250517,IND,CHI
Shot Chart Detail,1022500004,374,201886,DeWanna Bonner,1611661325,Indiana Fever,3,4,46,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-16,36,1,0,20250517,IND,CHI
Shot Chart Detail,1022500004,488,201886,DeWanna Bonner,1611661325,Indiana Fever,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,116,221,1,0,20250517,IND,CHI
Shot Chart Detail,1022500004,510,201886,DeWanna Bonner,1611661325,Indiana Fever,4,9,4,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,29,30,1,1,20250517,IND,CHI
Shot Chart Detail,1022500004,525,201886,DeWanna Bonner,1611661325,Indiana Fever,4,7,23,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-35,13,1,0,20250517,IND,CHI
Shot Chart Detail,1022500004,570,201886,DeWanna Bonner,1611661325,Indiana Fever,4,4,58,Missed Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-129,60,1,0,20250517,IND,CHI
Shot Chart Detail,1022500004,572,201886,DeWanna Bonner,1611661325,Indiana Fever,4,4,54,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20250517,IND,CHI
Shot Chart Detail,1022500011,167,201886,DeWanna Bonner,1611661325,Indiana Fever,2,9,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,95,154,1,0,20250520,IND,ATL
Shot Chart Detail,1022500015,11,201886,DeWanna Bonner,1611661325,Indiana Fever,1,8,39,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-138,2,1,0,20250522,ATL,IND
Shot Chart Detail,1022500015,444,201886,DeWanna Bonner,1611661325,Indiana Fever,4,9,27,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,5,1,0,20250522,ATL,IND
Shot Chart Detail,1022500021,75,201886,DeWanna Bonner,1611661325,Indiana Fever,1,4,10,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,118,153,1,0,20250524,IND,NYL
Shot Chart Detail,1022500021,157,201886,DeWanna Bonner,1611661325,Indiana Fever,2,9,39,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,7,1,0,20250524,IND,NYL
Shot Chart Detail,1022500021,291,201886,DeWanna Bonner,1611661325,Indiana Fever,2,0,11,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,-7,1,0,20250524,IND,NYL
Shot Chart Detail,1022500021,555,201886,DeWanna Bonner,1611661325,Indiana Fever,4,0,10,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,7,1,0,20250524,IND,NYL
Shot Chart Detail,1022500032,135,201886,DeWanna Bonner,1611661325,Indiana Fever,1,1,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,12,1,1,20250528,WAS,IND
Shot Chart Detail,1022500032,142,201886,DeWanna Bonner,1611661325,Indiana Fever,1,0,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-164,210,1,1,20250528,WAS,IND
Shot Chart Detail,1022500032,165,201886,DeWanna Bonner,1611661325,Indiana Fever,2,9,28,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,67,154,1,1,20250528,WAS,IND
Shot Chart Detail,1022500032,176,201886,DeWanna Bonner,1611661325,Indiana Fever,2,8,19,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-35,21,1,0,20250528,WAS,IND
Shot Chart Detail,1022500032,439,201886,DeWanna Bonner,1611661325,Indiana Fever,3,2,43,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,132,261,1,0,20250528,WAS,IND
Shot Chart Detail,1022500032,469,201886,DeWanna Bonner,1611661325,Indiana Fever,3,0,46,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,94,6,1,0,20250528,WAS,IND
Shot Chart Detail,1022500032,510,201886,DeWanna Bonner,1611661325,Indiana Fever,4,7,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,17,1,1,20250528,WAS,IND
Shot Chart Detail,1022500032,529,201886,DeWanna Bonner,1611661325,Indiana Fever,4,6,34,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-20,180,1,0,20250528,WAS,IND
Shot Chart Detail,1022500032,621,201886,DeWanna Bonner,1611661325,Indiana Fever,4,0,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,203,146,1,0,20250528,WAS,IND
Shot Chart Detail,1022500032,668,201886,DeWanna Bonner,1611661325,Indiana Fever,4,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,32,-183,264,1,1,20250528,WAS,IND
Shot Chart Detail,1022500035,89,201886,DeWanna Bonner,1611661325,Indiana Fever,1,2,22,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,121,51,1,0,20250530,IND,CON
Shot Chart Detail,1022500035,172,201886,DeWanna Bonner,1611661325,Indiana Fever,2,7,45,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,22,1,1,20250530,IND,CON
Shot Chart Detail,1022500035,201,201886,DeWanna Bonner,1611661325,Indiana Fever,2,5,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,23,196,133,1,0,20250530,IND,CON
Shot Chart Detail,1022500035,487,201886,DeWanna Bonner,1611661325,Indiana Fever,4,5,3,Made Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,23,227,63,1,1,20250530,IND,CON
Shot Chart Detail,1022500035,497,201886,DeWanna Bonner,1611661325,Indiana Fever,4,4,3,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,193,171,1,1,20250530,IND,CON
Shot Chart Detail,1022500035,506,201886,DeWanna Bonner,1611661325,Indiana Fever,4,2,46,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,23,162,172,1,1,20250530,IND,CON
Shot Chart Detail,1022500035,526,201886,DeWanna Bonner,1611661325,Indiana Fever,4,1,7,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-197,171,1,0,20250530,IND,CON
Shot Chart Detail,1022500045,52,201886,DeWanna Bonner,1611661325,Indiana Fever,1,6,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,10,260,1,0,20250603,IND,WAS
Shot Chart Detail,1022500045,77,201886,DeWanna Bonner,1611661325,Indiana Fever,1,3,57,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,32,25,1,1,20250603,IND,WAS
Shot Chart Detail,1022500045,100,201886,DeWanna Bonner,1611661325,Indiana Fever,1,2,20,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,13,1,0,20250603,IND,WAS
Shot Chart Detail,1022500045,165,201886,DeWanna Bonner,1611661325,Indiana Fever,2,7,6,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,14,1,0,20250603,IND,WAS
Shot Chart Detail,1022500045,246,201886,DeWanna Bonner,1611661325,Indiana Fever,2,2,23,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,19,1,1,20250603,IND,WAS
Shot Chart Detail,1022500045,265,201886,DeWanna Bonner,1611661325,Indiana Fever,2,0,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-159,211,1,1,20250603,IND,WAS
Shot Chart Detail,1022500045,270,201886,DeWanna Bonner,1611661325,Indiana Fever,2,0,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,189,197,1,0,20250603,IND,WAS
Shot Chart Detail,1022500045,366,201886,DeWanna Bonner,1611661325,Indiana Fever,3,3,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,12,246,1,0,20250603,IND,WAS
Shot Chart Detail,1022500045,376,201886,DeWanna Bonner,1611661325,Indiana Fever,3,3,15,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,1,36,1,0,20250603,IND,WAS
Shot Chart Detail,1022500045,381,201886,DeWanna Bonner,1611661325,Indiana Fever,3,3,9,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-6,32,1,1,20250603,IND,WAS
Shot Chart Detail,1022500045,454,201886,DeWanna Bonner,1611661325,Indiana Fever,4,8,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,184,178,1,0,20250603,IND,WAS
Shot Chart Detail,1022500045,465,201886,DeWanna Bonner,1611661325,Indiana Fever,4,7,24,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,111,66,1,0,20250603,IND,WAS
Shot Chart Detail,1022500053,83,201886,DeWanna Bonner,1611661325,Indiana Fever,1,3,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,11,281,1,0,20250607,CHI,IND
Shot Chart Detail,1022500053,133,201886,DeWanna Bonner,1611661325,Indiana Fever,1,0,0,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-17,133,1,0,20250607,CHI,IND
Shot Chart Detail,1022500053,159,201886,DeWanna Bonner,1611661325,Indiana Fever,2,8,40,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,11,1,0,20250607,CHI,IND
Shot Chart Detail,1022500053,377,201886,DeWanna Bonner,1611661325,Indiana Fever,3,2,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-11,244,1,1,20250607,CHI,IND
Shot Chart Detail,1022500053,390,201886,DeWanna Bonner,1611661325,Indiana Fever,3,1,54,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,189,150,1,0,20250607,CHI,IND
Shot Chart Detail,1022500053,454,201886,DeWanna Bonner,1611661325,Indiana Fever,4,8,16,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,-10,1,1,20250607,CHI,IND
Shot Chart Detail,1022500058,242,201886,DeWanna Bonner,1611661325,Indiana Fever,2,2,54,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,23,219,86,1,1,20250610,ATL,IND
Shot Chart Detail,1022500058,255,201886,DeWanna Bonner,1611661325,Indiana Fever,2,1,36,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20250610,ATL,IND
Shot Chart Detail,1022500058,390,201886,DeWanna Bonner,1611661325,Indiana Fever,3,1,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,145,228,1,0,20250610,ATL,IND
Shot Chart Detail,1022500058,398,201886,DeWanna Bonner,1611661325,Indiana Fever,3,1,5,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,110,7,1,0,20250610,ATL,IND
Shot Chart Detail,1022500125,51,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,5,19,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-209,186,1,0,20250709,PHX,MIN
Shot Chart Detail,1022500125,101,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,2,20,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,24,49,1,0,20250709,PHX,MIN
Shot Chart Detail,1022500125,147,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,9,44,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,35,90,1,0,20250709,PHX,MIN
Shot Chart Detail,1022500125,198,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,5,59,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,12,1,1,20250709,PHX,MIN
Shot Chart Detail,1022500125,270,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,0,27,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,13,1,1,20250709,PHX,MIN
Shot Chart Detail,1022500125,355,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,2,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-124,208,1,0,20250709,PHX,MIN
Shot Chart Detail,1022500138,181,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,7,5,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,13,1,1,20250714,GSV,PHX
Shot Chart Detail,1022500138,197,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,5,44,Made Shot,Alley Oop Layup shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-50,27,1,1,20250714,GSV,PHX
Shot Chart Detail,1022500138,221,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,4,32,Made Shot,Alley Oop Layup shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,54,10,1,1,20250714,GSV,PHX
Shot Chart Detail,1022500138,395,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,2,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),24+ ft.,23,-230,45,1,1,20250714,GSV,PHX
Shot Chart Detail,1022500138,409,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,1,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,33,-3,331,1,1,20250714,GSV,PHX
Shot Chart Detail,1022500138,413,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,1,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-35,11,1,1,20250714,GSV,PHX
Shot Chart Detail,1022500138,449,201886,DeWanna Bonner,1611661317,Phoenix Mercury,4,8,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-204,202,1,0,20250714,GSV,PHX
Shot Chart Detail,1022500138,542,201886,DeWanna Bonner,1611661317,Phoenix Mercury,4,0,51,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,11,1,1,20250714,GSV,PHX
Shot Chart Detail,1022500142,21,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,8,24,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,27,1,1,20250716,MIN,PHX
Shot Chart Detail,1022500142,26,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,8,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-23,29,1,0,20250716,MIN,PHX
Shot Chart Detail,1022500142,46,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,6,16,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,0,141,1,0,20250716,MIN,PHX
Shot Chart Detail,1022500142,187,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,7,12,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-135,95,1,0,20250716,MIN,PHX
Shot Chart Detail,1022500142,280,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,1,49,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,18,1,0,20250716,MIN,PHX
Shot Chart Detail,1022500142,286,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,1,17,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,0,1,1,20250716,MIN,PHX
Shot Chart Detail,1022500142,291,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,0,52,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,7,1,1,20250716,MIN,PHX
Shot Chart Detail,1022500142,317,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,9,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),24+ ft.,22,-222,34,1,0,20250716,MIN,PHX
Shot Chart Detail,1022500142,330,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,8,27,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,-1,1,1,20250716,MIN,PHX
Shot Chart Detail,1022500142,337,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,8,3,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-158,33,1,1,20250716,MIN,PHX
Shot Chart Detail,1022500142,353,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,6,38,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,21,75,1,0,20250716,MIN,PHX
Shot Chart Detail,1022500142,433,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,0,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),24+ ft.,24,-230,86,1,0,20250716,MIN,PHX
Shot Chart Detail,1022500151,64,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,4,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,132,201,1,0,20250723,PHX,ATL
Shot Chart Detail,1022500151,83,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,3,17,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,74,32,1,0,20250723,PHX,ATL
Shot Chart Detail,1022500151,85,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,3,17,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,6,1,1,20250723,PHX,ATL
Shot Chart Detail,1022500151,253,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,3,26,Missed Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,56,120,1,0,20250723,PHX,ATL
Shot Chart Detail,1022500151,259,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,2,46,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,6,1,0,20250723,PHX,ATL
Shot Chart Detail,1022500151,309,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,0,9,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,15,1,1,20250723,PHX,ATL
Shot Chart Detail,1022500151,386,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,4,35,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-92,13,1,1,20250723,PHX,ATL
Shot Chart Detail,1022500151,397,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,4,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-160,197,1,0,20250723,PHX,ATL
Shot Chart Detail,1022500151,519,201886,DeWanna Bonner,1611661317,Phoenix Mercury,4,4,54,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,243,-26,1,1,20250723,PHX,ATL
Shot Chart Detail,1022500151,524,201886,DeWanna Bonner,1611661317,Phoenix Mercury,4,4,12,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-240,14,1,1,20250723,PHX,ATL
Shot Chart Detail,1022500151,583,201886,DeWanna Bonner,1611661317,Phoenix Mercury,4,0,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,22,208,95,1,0,20250723,PHX,ATL
Shot Chart Detail,1022500155,50,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,5,46,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,99,82,1,1,20250725,NYL,PHX
Shot Chart Detail,1022500155,108,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,2,8,Missed Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,27,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500155,208,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,7,23,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,-3,1,1,20250725,NYL,PHX
Shot Chart Detail,1022500155,272,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,2,58,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,21,1,1,20250725,NYL,PHX
Shot Chart Detail,1022500155,298,201886,DeWanna Bonner,1611661317,Phoenix Mercury,2,1,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,23,235,28,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500155,395,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,4,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,23,233,33,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500155,440,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,1,18,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-59,44,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500155,570,201886,DeWanna Bonner,1611661317,Phoenix Mercury,4,2,38,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,13,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500155,575,201886,DeWanna Bonner,1611661317,Phoenix Mercury,4,2,19,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,118,9,1,0,20250725,NYL,PHX
Shot Chart Detail,1022500163,36,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,6,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-191,170,1,0,20250727,WAS,PHX
Shot Chart Detail,1022500163,557,201886,DeWanna Bonner,1611661317,Phoenix Mercury,4,4,8,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,100,150,1,0,20250727,WAS,PHX
Shot Chart Detail,1022500170,418,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,4,51,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-112,12,1,0,20250730,IND,PHX
Shot Chart Detail,1022500170,420,201886,DeWanna Bonner,1611661317,Phoenix Mercury,3,4,46,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-4,1,0,20250730,IND,PHX
Shot Chart Detail,1022500170,572,201886,DeWanna Bonner,1611661317,Phoenix Mercury,4,5,39,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,30,77,1,1,20250730,IND,PHX
Shot Chart Detail,1022500170,593,201886,DeWanna Bonner,1611661317,Phoenix Mercury,4,4,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-216,218,1,0,20250730,IND,PHX
Shot Chart Detail,1022500174,79,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,4,11,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,22,1,0,20250801,ATL,PHX
Shot Chart Detail,1022500174,99,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,1,25,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,29,60,1,0,20250801,ATL,PHX
Shot Chart Detail,1022500174,455,201886,DeWanna Bonner,1611661317,Phoenix Mercury,4,7,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,63,238,1,0,20250801,ATL,PHX
Shot Chart Detail,1022500174,482,201886,DeWanna Bonner,1611661317,Phoenix Mercury,4,5,37,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,10,1,1,20250801,ATL,PHX
Shot Chart Detail,1022500174,490,201886,DeWanna Bonner,1611661317,Phoenix Mercury,4,5,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,22,1,1,20250801,ATL,PHX
Shot Chart Detail,1022500182,88,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,4,16,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,93,149,1,0,20250803,CHI,PHX
Shot Chart Detail,1022500182,109,201886,DeWanna Bonner,1611661317,Phoenix Mercury,1,2,25,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,22,224,31,1,0,20250803,CHI,PHX
