GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,1022500184,312,203827,Natasha Howard,1611661325,Indiana Fever,3,6,14,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,45,40,1,1,20250803,SEA,IND
Shot Chart Detail,1022500184,340,203827,Natasha Howard,1611661325,Indiana Fever,3,4,25,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-6,115,1,1,20250803,SEA,IND
Shot Chart Detail,1022500184,404,203827,Natasha Howard,1611661325,Indiana Fever,4,9,22,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,1,75,1,1,20250803,SEA,IND
Shot Chart Detail,1022500184,408,203827,Natasha Howard,1611661325,Indiana Fever,4,8,55,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,7,1,1,20250803,SEA,IND
Shot Chart Detail,1022500187,32,203827,Natasha Howard,1611661325,Indiana Fever,1,7,37,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-15,62,1,1,20250805,LAS,IND
Shot Chart Detail,1022500187,85,203827,Natasha Howard,1611661325,Indiana Fever,1,3,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,23,195,135,1,0,20250805,LAS,IND
Shot Chart Detail,1022500187,102,203827,Natasha Howard,1611661325,Indiana Fever,1,2,7,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,14,1,1,20250805,LAS,IND
Shot Chart Detail,1022500187,198,203827,Natasha Howard,1611661325,Indiana Fever,2,5,46,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,68,130,1,0,20250805,LAS,IND
Shot Chart Detail,1022500187,203,203827,Natasha Howard,1611661325,Indiana Fever,2,5,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,18,1,1,20250805,LAS,IND
Shot Chart Detail,1022500187,225,203827,Natasha Howard,1611661325,Indiana Fever,2,3,13,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,7,1,1,20250805,LAS,IND
Shot Chart Detail,1022500187,269,203827,Natasha Howard,1611661325,Indiana Fever,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-196,152,1,0,20250805,LAS,IND
Shot Chart Detail,1022500187,323,203827,Natasha Howard,1611661325,Indiana Fever,3,5,32,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,26,1,1,20250805,LAS,IND
Shot Chart Detail,1022500187,373,203827,Natasha Howard,1611661325,Indiana Fever,3,1,59,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-110,33,1,1,20250805,LAS,IND
Shot Chart Detail,1022500187,387,203827,Natasha Howard,1611661325,Indiana Fever,3,0,44,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,21,45,1,0,20250805,LAS,IND
Shot Chart Detail,1022500187,481,203827,Natasha Howard,1611661325,Indiana Fever,4,3,55,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,13,1,1,20250805,LAS,IND
Shot Chart Detail,1022500187,523,203827,Natasha Howard,1611661325,Indiana Fever,4,0,23,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,62,258,1,0,20250805,LAS,IND
Shot Chart Detail,1022500193,12,203827,Natasha Howard,1611661325,Indiana Fever,1,8,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,2,1,1,20250807,PHX,IND
Shot Chart Detail,1022500193,40,203827,Natasha Howard,1611661325,Indiana Fever,1,6,42,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,34,32,1,0,20250807,PHX,IND
Shot Chart Detail,1022500193,143,203827,Natasha Howard,1611661325,Indiana Fever,1,0,1,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,15,80,1,1,20250807,PHX,IND
Shot Chart Detail,1022500193,155,203827,Natasha Howard,1611661325,Indiana Fever,2,9,35,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,16,54,1,0,20250807,PHX,IND
Shot Chart Detail,1022500193,285,203827,Natasha Howard,1611661325,Indiana Fever,2,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,38,181,344,1,1,20250807,PHX,IND
Shot Chart Detail,1022500193,370,203827,Natasha Howard,1611661325,Indiana Fever,3,5,3,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-48,82,1,0,20250807,PHX,IND
Shot Chart Detail,1022500198,12,203827,Natasha Howard,1611661325,Indiana Fever,1,9,25,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,22,1,1,20250809,IND,CHI
Shot Chart Detail,1022500198,18,203827,Natasha Howard,1611661325,Indiana Fever,1,8,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,178,167,1,0,20250809,IND,CHI
Shot Chart Detail,1022500198,45,203827,Natasha Howard,1611661325,Indiana Fever,1,5,59,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,27,74,1,1,20250809,IND,CHI
Shot Chart Detail,1022500198,51,203827,Natasha Howard,1611661325,Indiana Fever,1,5,31,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,9,1,1,20250809,IND,CHI
Shot Chart Detail,1022500198,290,203827,Natasha Howard,1611661325,Indiana Fever,3,8,33,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,43,87,1,0,20250809,IND,CHI
Shot Chart Detail,1022500198,311,203827,Natasha Howard,1611661325,Indiana Fever,3,7,1,Missed Shot,Turnaround Bank shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-70,45,1,0,20250809,IND,CHI
Shot Chart Detail,1022500205,92,203827,Natasha Howard,1611661325,Indiana Fever,1,3,5,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20250812,IND,DAL
Shot Chart Detail,1022500205,225,203827,Natasha Howard,1611661325,Indiana Fever,2,4,23,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,20,1,0,20250812,IND,DAL
Shot Chart Detail,1022500205,236,203827,Natasha Howard,1611661325,Indiana Fever,2,3,12,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-38,111,1,1,20250812,IND,DAL
Shot Chart Detail,1022500205,259,203827,Natasha Howard,1611661325,Indiana Fever,2,1,24,Made Shot,Alley Oop Layup shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-11,44,1,1,20250812,IND,DAL
Shot Chart Detail,1022500205,312,203827,Natasha Howard,1611661325,Indiana Fever,3,7,46,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,8,-2,1,1,20250812,IND,DAL
Shot Chart Detail,1022500205,336,203827,Natasha Howard,1611661325,Indiana Fever,3,6,22,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-3,54,1,1,20250812,IND,DAL
Shot Chart Detail,1022500205,346,203827,Natasha Howard,1611661325,Indiana Fever,3,5,37,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-9,56,1,0,20250812,IND,DAL
Shot Chart Detail,1022500205,386,203827,Natasha Howard,1611661325,Indiana Fever,3,2,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-124,256,1,0,20250812,IND,DAL
Shot Chart Detail,1022500205,545,203827,Natasha Howard,1611661325,Indiana Fever,4,1,44,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,18,90,1,1,20250812,IND,DAL
Shot Chart Detail,1022500211,7,203827,Natasha Howard,1611661325,Indiana Fever,1,9,37,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-5,1,0,20250815,IND,WAS
Shot Chart Detail,1022500211,18,203827,Natasha Howard,1611661325,Indiana Fever,1,8,53,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,16,1,1,20250815,IND,WAS
Shot Chart Detail,1022500211,36,203827,Natasha Howard,1611661325,Indiana Fever,1,7,20,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,5,1,1,20250815,IND,WAS
Shot Chart Detail,1022500211,57,203827,Natasha Howard,1611661325,Indiana Fever,1,5,24,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-8,56,1,1,20250815,IND,WAS
Shot Chart Detail,1022500211,182,203827,Natasha Howard,1611661325,Indiana Fever,2,6,46,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,1,1,1,20250815,IND,WAS
Shot Chart Detail,1022500211,296,203827,Natasha Howard,1611661325,Indiana Fever,3,9,8,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-21,35,1,0,20250815,IND,WAS
Shot Chart Detail,1022500211,349,203827,Natasha Howard,1611661325,Indiana Fever,3,4,21,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,9,1,0,20250815,IND,WAS
Shot Chart Detail,1022500211,365,203827,Natasha Howard,1611661325,Indiana Fever,3,3,14,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,6,47,1,0,20250815,IND,WAS
Shot Chart Detail,1022500218,28,203827,Natasha Howard,1611661325,Indiana Fever,1,8,6,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,72,98,1,0,20250817,CON,IND
Shot Chart Detail,1022500218,81,203827,Natasha Howard,1611661325,Indiana Fever,1,4,44,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,34,15,1,1,20250817,CON,IND
Shot Chart Detail,1022500218,139,203827,Natasha Howard,1611661325,Indiana Fever,1,1,5,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,20,1,1,20250817,CON,IND
Shot Chart Detail,1022500218,148,203827,Natasha Howard,1611661325,Indiana Fever,1,0,23,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-30,18,1,0,20250817,CON,IND
Shot Chart Detail,1022500218,220,203827,Natasha Howard,1611661325,Indiana Fever,2,6,17,Made Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,15,1,1,20250817,CON,IND
Shot Chart Detail,1022500218,242,203827,Natasha Howard,1611661325,Indiana Fever,2,5,26,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20250817,CON,IND
Shot Chart Detail,1022500218,248,203827,Natasha Howard,1611661325,Indiana Fever,2,4,34,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,25,1,1,20250817,CON,IND
Shot Chart Detail,1022500218,262,203827,Natasha Howard,1611661325,Indiana Fever,2,3,29,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,17,1,1,20250817,CON,IND
Shot Chart Detail,1022500218,273,203827,Natasha Howard,1611661325,Indiana Fever,2,2,30,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,12,1,0,20250817,CON,IND
Shot Chart Detail,1022500218,328,203827,Natasha Howard,1611661325,Indiana Fever,3,8,44,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-23,110,1,0,20250817,CON,IND
Shot Chart Detail,1022500218,344,203827,Natasha Howard,1611661325,Indiana Fever,3,7,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,20,1,1,20250817,CON,IND
Shot Chart Detail,1022500218,352,203827,Natasha Howard,1611661325,Indiana Fever,3,6,55,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,17,1,0,20250817,CON,IND
Shot Chart Detail,1022500218,547,203827,Natasha Howard,1611661325,Indiana Fever,4,3,47,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,8,1,1,20250817,CON,IND
Shot Chart Detail,1022500232,7,203827,Natasha Howard,1611661325,Indiana Fever,1,9,42,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,18,1,1,20250822,IND,MIN
Shot Chart Detail,1022500232,24,203827,Natasha Howard,1611661325,Indiana Fever,1,7,53,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-22,39,1,0,20250822,IND,MIN
Shot Chart Detail,1022500232,179,203827,Natasha Howard,1611661325,Indiana Fever,2,6,16,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-18,90,1,0,20250822,IND,MIN
Shot Chart Detail,1022500232,194,203827,Natasha Howard,1611661325,Indiana Fever,2,5,6,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-11,61,1,0,20250822,IND,MIN
Shot Chart Detail,1022500232,198,203827,Natasha Howard,1611661325,Indiana Fever,2,4,46,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,23,1,1,20250822,IND,MIN
Shot Chart Detail,1022500232,418,203827,Natasha Howard,1611661325,Indiana Fever,4,7,23,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,157,22,1,1,20250822,IND,MIN
Shot Chart Detail,1022500240,25,203827,Natasha Howard,1611661325,Indiana Fever,1,7,3,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-37,-9,1,1,20250824,MIN,IND
Shot Chart Detail,1022500240,41,203827,Natasha Howard,1611661325,Indiana Fever,1,5,40,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,7,1,1,20250824,MIN,IND
Shot Chart Detail,1022500240,58,203827,Natasha Howard,1611661325,Indiana Fever,1,3,26,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,29,1,0,20250824,MIN,IND
Shot Chart Detail,1022500240,138,203827,Natasha Howard,1611661325,Indiana Fever,2,8,49,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,0,1,1,20250824,MIN,IND
Shot Chart Detail,1022500240,256,203827,Natasha Howard,1611661325,Indiana Fever,3,9,23,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,24,29,1,0,20250824,MIN,IND
Shot Chart Detail,1022500240,480,203827,Natasha Howard,1611661325,Indiana Fever,4,4,54,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,12,1,1,20250824,MIN,IND
Shot Chart Detail,1022500243,68,203827,Natasha Howard,1611661325,Indiana Fever,1,4,36,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-28,25,1,0,20250826,IND,SEA
Shot Chart Detail,1022500243,212,203827,Natasha Howard,1611661325,Indiana Fever,2,4,11,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,21,1,1,20250826,IND,SEA
Shot Chart Detail,1022500243,288,203827,Natasha Howard,1611661325,Indiana Fever,3,8,33,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20250826,IND,SEA
Shot Chart Detail,1022500243,295,203827,Natasha Howard,1611661325,Indiana Fever,3,7,38,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,7,1,0,20250826,IND,SEA
Shot Chart Detail,1022500251,35,203827,Natasha Howard,1611661325,Indiana Fever,1,7,11,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-28,35,1,0,20250829,LAS,IND
Shot Chart Detail,1022500251,263,203827,Natasha Howard,1611661325,Indiana Fever,2,2,9,Missed Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,19,1,0,20250829,LAS,IND
Shot Chart Detail,1022500251,270,203827,Natasha Howard,1611661325,Indiana Fever,2,1,20,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,13,1,0,20250829,LAS,IND
Shot Chart Detail,1022500251,304,203827,Natasha Howard,1611661325,Indiana Fever,3,9,6,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,-12,1,0,20250829,LAS,IND
Shot Chart Detail,1022500251,339,203827,Natasha Howard,1611661325,Indiana Fever,3,5,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,9,1,1,20250829,LAS,IND
Shot Chart Detail,1022500251,488,203827,Natasha Howard,1611661325,Indiana Fever,4,5,10,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,28,118,1,0,20250829,LAS,IND
Shot Chart Detail,1022500251,510,203827,Natasha Howard,1611661325,Indiana Fever,4,2,32,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,28,1,0,20250829,LAS,IND
Shot Chart Detail,1022500251,515,203827,Natasha Howard,1611661325,Indiana Fever,4,2,4,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,62,79,1,0,20250829,LAS,IND
Shot Chart Detail,1022500257,48,203827,Natasha Howard,1611661325,Indiana Fever,1,4,58,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,15,1,1,20250831,GSV,IND
Shot Chart Detail,1022500257,208,203827,Natasha Howard,1611661325,Indiana Fever,2,4,30,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,26,10,1,1,20250831,GSV,IND
Shot Chart Detail,1022500257,295,203827,Natasha Howard,1611661325,Indiana Fever,3,8,21,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-24,66,1,0,20250831,GSV,IND
Shot Chart Detail,1022500257,299,203827,Natasha Howard,1611661325,Indiana Fever,3,8,12,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,38,52,1,1,20250831,GSV,IND
Shot Chart Detail,1022500257,305,203827,Natasha Howard,1611661325,Indiana Fever,3,7,34,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20250831,GSV,IND
Shot Chart Detail,1022500257,309,203827,Natasha Howard,1611661325,Indiana Fever,3,6,55,Made Shot,Turnaround Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,41,47,1,1,20250831,GSV,IND
Shot Chart Detail,1022500257,343,203827,Natasha Howard,1611661325,Indiana Fever,3,3,41,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,22,1,0,20250831,GSV,IND
Shot Chart Detail,1022500257,370,203827,Natasha Howard,1611661325,Indiana Fever,3,1,36,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,4,73,1,1,20250831,GSV,IND
Shot Chart Detail,1022500257,470,203827,Natasha Howard,1611661325,Indiana Fever,4,2,37,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-10,127,1,0,20250831,GSV,IND
Shot Chart Detail,1022500262,7,203827,Natasha Howard,1611661325,Indiana Fever,1,9,45,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,12,120,1,1,20250902,PHX,IND
Shot Chart Detail,1022500262,24,203827,Natasha Howard,1611661325,Indiana Fever,1,8,13,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,4,1,1,20250902,PHX,IND
Shot Chart Detail,1022500262,263,203827,Natasha Howard,1611661325,Indiana Fever,2,0,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,159,187,1,0,20250902,PHX,IND
Shot Chart Detail,1022500269,172,203827,Natasha Howard,1611661325,Indiana Fever,2,7,42,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20250905,IND,CHI
Shot Chart Detail,1022500269,220,203827,Natasha Howard,1611661325,Indiana Fever,2,4,9,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,45,85,1,1,20250905,IND,CHI
Shot Chart Detail,1022500269,231,203827,Natasha Howard,1611661325,Indiana Fever,2,3,12,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,-3,1,1,20250905,IND,CHI
Shot Chart Detail,1022500269,320,203827,Natasha Howard,1611661325,Indiana Fever,3,6,36,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-11,38,1,1,20250905,IND,CHI
Shot Chart Detail,1022500269,336,203827,Natasha Howard,1611661325,Indiana Fever,3,5,27,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,19,1,1,20250905,IND,CHI
Shot Chart Detail,1022500269,446,203827,Natasha Howard,1611661325,Indiana Fever,4,9,26,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-94,39,1,0,20250905,IND,CHI
Shot Chart Detail,1022500269,450,203827,Natasha Howard,1611661325,Indiana Fever,4,8,56,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,33,36,1,1,20250905,IND,CHI
Shot Chart Detail,1022500269,485,203827,Natasha Howard,1611661325,Indiana Fever,4,7,7,Made Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-15,46,1,1,20250905,IND,CHI
Shot Chart Detail,1022500273,32,203827,Natasha Howard,1611661325,Indiana Fever,1,7,55,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,10,1,0,20250907,WAS,IND
Shot Chart Detail,1022500273,70,203827,Natasha Howard,1611661325,Indiana Fever,1,4,46,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-30,48,1,1,20250907,WAS,IND
Shot Chart Detail,1022500273,83,203827,Natasha Howard,1611661325,Indiana Fever,1,4,12,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,32,27,1,1,20250907,WAS,IND
Shot Chart Detail,1022500273,231,203827,Natasha Howard,1611661325,Indiana Fever,2,4,8,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,44,17,1,1,20250907,WAS,IND
Shot Chart Detail,1022500273,310,203827,Natasha Howard,1611661325,Indiana Fever,3,8,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),24+ ft.,24,-230,74,1,0,20250907,WAS,IND
Shot Chart Detail,1022500273,349,203827,Natasha Howard,1611661325,Indiana Fever,3,5,24,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,77,138,1,0,20250907,WAS,IND
Shot Chart Detail,1022500273,356,203827,Natasha Howard,1611661325,Indiana Fever,3,5,8,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,54,1,0,20250907,WAS,IND
Shot Chart Detail,1022500273,466,203827,Natasha Howard,1611661325,Indiana Fever,4,8,13,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,27,1,1,20250907,WAS,IND
Shot Chart Detail,1022500273,477,203827,Natasha Howard,1611661325,Indiana Fever,4,7,19,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-11,28,1,1,20250907,WAS,IND
Shot Chart Detail,1022500273,502,203827,Natasha Howard,1611661325,Indiana Fever,4,5,25,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-39,34,1,1,20250907,WAS,IND
Shot Chart Detail,1022500278,51,203827,Natasha Howard,1611661325,Indiana Fever,1,6,23,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-17,30,1,0,20250909,IND,MIN
Shot Chart Detail,1022500278,65,203827,Natasha Howard,1611661325,Indiana Fever,1,5,15,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,1,38,1,1,20250909,IND,MIN
Shot Chart Detail,1022500278,187,203827,Natasha Howard,1611661325,Indiana Fever,2,6,25,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,25,1,1,20250909,IND,MIN
Shot Chart Detail,1022500278,200,203827,Natasha Howard,1611661325,Indiana Fever,2,5,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,136,211,1,0,20250909,IND,MIN
